From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology IDs
WP_075191488.1	A0A1Q8FHJ5	unreviewed	A0A1Q8FHJ5_9PROT	Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase)	msrA AWH62_13035	Maricaulis sp. W15	217	L-methionine:thioredoxin-disulfide S-oxidoreductase activity [GO:0033744]; peptide-methionine (S)-S-oxide reductase activity [GO:0008113]; protein modification process [GO:0036211]	GO:0008113; GO:0033744; GO:0036211
WP_075191488.1	A0A495D3B6	unreviewed	A0A495D3B6_9PROT	Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase)	msrA C7435_2511	Maricaulis maris	217	L-methionine:thioredoxin-disulfide S-oxidoreductase activity [GO:0033744]; peptide-methionine (S)-S-oxide reductase activity [GO:0008113]; protein modification process [GO:0036211]	GO:0008113; GO:0033744; GO:0036211
WP_011642697.1	Q0ARN7	reviewed	RL25_MARMM	50S ribosomal protein L25 (General stress protein CTC)	rplY ctc Mmar10_0757	Maricaulis maris (strain MCS10)	215	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; 5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:0008097; GO:1990904
WP_011644754.1	Q0AKT3	reviewed	MDH_MARMM	Malate dehydrogenase (EC 1.1.1.37)	mdh Mmar10_2829	Maricaulis maris (strain MCS10)	320	L-malate dehydrogenase activity [GO:0030060]; carboxylic acid metabolic process [GO:0019752]; tricarboxylic acid cycle [GO:0006099]	GO:0006099; GO:0019752; GO:0030060
WP_011642190.1	Q0AT44	unreviewed	Q0AT44_MARMM	Outer membrane autotransporter barrel domain	Mmar10_0250	Maricaulis maris (strain MCS10)	4368		
WP_075189784.1	A0A1Q8FVB3	unreviewed	A0A1Q8FVB3_9PROT	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD AWH62_04445	Maricaulis sp. W15	339	anthranilate phosphoribosyltransferase activity [GO:0004048]; magnesium ion binding [GO:0000287]; tryptophan biosynthetic process [GO:0000162]	GO:0000162; GO:0000287; GO:0004048
WP_011643697.1	Q0ANT6	unreviewed	Q0ANT6_MARMM	ATP12 ATPase	Mmar10_1759	Maricaulis maris (strain MCS10)	255	proton-transporting ATP synthase complex assembly [GO:0043461]	GO:0043461
WP_011643963.1	Q0AN19	unreviewed	Q0AN19_MARMM	Phosphoribosyl-ATP pyrophosphohydrolase	Mmar10_2026	Maricaulis maris (strain MCS10)	118		
WP_011642639.1	Q0ARU5	unreviewed	Q0ARU5_MARMM	Plasmid stabilization system	Mmar10_0699	Maricaulis maris (strain MCS10)	97		
WP_011643145.1	Q0AQD9	unreviewed	Q0AQD9_MARMM	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPATase)	purF Mmar10_1205	Maricaulis maris (strain MCS10)	493	amidophosphoribosyltransferase activity [GO:0004044]; magnesium ion binding [GO:0000287]; 'de novo' IMP biosynthetic process [GO:0006189]; glutamine metabolic process [GO:0006541]; purine nucleobase biosynthetic process [GO:0009113]	GO:0000287; GO:0004044; GO:0006189; GO:0006541; GO:0009113
WP_011642055.1	Q0ATH9	unreviewed	Q0ATH9_MARMM	Conserved secreted protein	Mmar10_0112	Maricaulis maris (strain MCS10)	140		
WP_011644845.1	Q0AKJ2	unreviewed	Q0AKJ2_MARMM	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	pyrF Mmar10_2920	Maricaulis maris (strain MCS10)	230	orotidine-5'-phosphate decarboxylase activity [GO:0004590]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]	GO:0004590; GO:0006207; GO:0044205
WP_013299735.1	E0TDK6	unreviewed	E0TDK6_PARBH	DUF2946 domain-containing protein	PB2503_03427	Parvularcula bermudensis (strain ATCC BAA-594 / HTCC2503 / KCTC 12087)	132		
WP_011644533.1	Q0ALF4	unreviewed	Q0ALF4_MARMM	Tad domain-containing protein	Mmar10_2603	Maricaulis maris (strain MCS10)	520	membrane [GO:0016020]	GO:0016020
WP_011644522.1	Q0ALG5	unreviewed	Q0ALG5_MARMM	Peptidase S1 and S6, chymotrypsin/Hap	Mmar10_2592	Maricaulis maris (strain MCS10)	154		
WP_075189438.1	A0A1Q8FW92	unreviewed	A0A1Q8FW92_9PROT	Epimerase domain-containing protein	AWH62_15970	Maricaulis sp. W15	323		
WP_075190375.1	A0A1Q8FPA2	unreviewed	A0A1Q8FPA2_9PROT	Serine hydrolase	AWH62_07260	Maricaulis sp. W15	345	peptidase activity [GO:0008233]; proteolysis [GO:0006508]	GO:0006508; GO:0008233
WP_075188900.1	A0A1Q8G1T1	unreviewed	A0A1Q8G1T1_9PROT	Flg_bbr_C domain-containing protein	AWH62_02715	Maricaulis sp. W15	72		
WP_075188900.1	A0A495DM79	unreviewed	A0A495DM79_9PROT	Flg_bbr_C domain-containing protein	C7435_0458	Maricaulis maris	72		
WP_035551958.1	A0A059E0Y8	unreviewed	A0A059E0Y8_9PROT	STAS domain-containing protein	HY36_17415	Hyphomonas atlantica	605	membrane [GO:0016020]; secondary active sulfate transmembrane transporter activity [GO:0008271]	GO:0008271; GO:0016020
WP_011642777.1	Q0ARF7	unreviewed	Q0ARF7_MARMM	UPF0145 protein Mmar10_0837	Mmar10_0837	Maricaulis maris (strain MCS10)	106		
WP_011644110.1	Q0AMM2	unreviewed	Q0AMM2_MARMM	CARDB domain-containing protein	Mmar10_2173	Maricaulis maris (strain MCS10)	222		
WP_075191457.1	A0A1Q8FII3	unreviewed	A0A1Q8FII3_9PROT	Mannose-1-phosphate guanylyltransferase	AWH62_12930	Maricaulis sp. W15	240	nucleotidyltransferase activity [GO:0016779]	GO:0016779
WP_011643714.1	Q0ANR9	reviewed	RL15_MARMM	50S ribosomal protein L15	rplO Mmar10_1776	Maricaulis maris (strain MCS10)	159	cytoplasm [GO:0005737]; large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015934; GO:0019843
WP_011642638.1	Q0ARU6	unreviewed	Q0ARU6_MARMM	Transcriptional regulator, CopG family	Mmar10_0698	Maricaulis maris (strain MCS10)	89	regulation of DNA-templated transcription [GO:0006355]	GO:0006355
WP_075190116.1	A0A1Q8FRC9	unreviewed	A0A1Q8FRC9_9PROT	Sodium:dicarboxylate symporter	AWH62_05990	Maricaulis sp. W15	424	membrane [GO:0016020]; symporter activity [GO:0015293]	GO:0015293; GO:0016020
WP_075190116.1	A0A495D5F9	unreviewed	A0A495D5F9_9PROT	Na+/H+-dicarboxylate symporter	C7435_1992	Maricaulis maris	424	membrane [GO:0016020]; symporter activity [GO:0015293]	GO:0015293; GO:0016020
WP_075188434.1	A0A1Q8G0E9	unreviewed	A0A1Q8G0E9_9PROT	Cyclopropane-fatty-acyl-phospholipid synthase	AWH62_00100	Maricaulis sp. W15	423	lipid biosynthetic process [GO:0008610]	GO:0008610
WP_075189761.1	A0A1Q8FVD9	unreviewed	A0A1Q8FVD9_9PROT	Pullulanase	AWH62_04310	Maricaulis sp. W15	152	membrane [GO:0016020]	GO:0016020
WP_011643106.1	Q0AQH8	unreviewed	Q0AQH8_MARMM	Fumarylacetoacetate (FAA) hydrolase	Mmar10_1166	Maricaulis maris (strain MCS10)	335	hydrolase activity [GO:0016787]	GO:0016787
WP_075189481.1	A0A1Q8FWE2	unreviewed	A0A1Q8FWE2_9PROT	Flagellin_C domain-containing protein	AWH62_16210	Maricaulis sp. W15	304	bacterial-type flagellum [GO:0009288]; structural molecule activity [GO:0005198]	GO:0005198; GO:0009288
WP_075189481.1	A0A495DMB9	unreviewed	A0A495DMB9_9PROT	Flagellar hook-associated protein 3 FlgL	C7435_0507	Maricaulis maris	304	bacterial-type flagellum [GO:0009288]; structural molecule activity [GO:0005198]	GO:0005198; GO:0009288
WP_011641968.1	Q0ATR6	unreviewed	Q0ATR6_MARMM	Asparaginase (EC 3.5.1.1)	Mmar10_0025	Maricaulis maris (strain MCS10)	287	asparaginase activity [GO:0004067]	GO:0004067
WP_011643779.1	Q0ANK3	unreviewed	Q0ANK3_MARMM	HPt domain-containing protein	Mmar10_1842	Maricaulis maris (strain MCS10)	165	phosphorelay signal transduction system [GO:0000160]	GO:0000160
WP_011642693.1	Q0ARP1	unreviewed	Q0ARP1_MARMM	Bcr/CflA family efflux transporter	Mmar10_0753	Maricaulis maris (strain MCS10)	411	plasma membrane [GO:0005886]; xenobiotic transmembrane transporter activity [GO:0042910]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]	GO:0005886; GO:0042910; GO:1990961
WP_075191007.1	A0A1Q8FK00	unreviewed	A0A1Q8FK00_9PROT	SAM-dependent methyltransferase	AWH62_10555	Maricaulis sp. W15	218		
WP_067297753.1	A0A196NKZ8	unreviewed	A0A196NKZ8_9RHOB	Molecular chaperone DnaK	A8B82_06050	Sulfitobacter sp. EhC04	418	ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]	GO:0005524; GO:0140662
WP_011643384.1	Q0APQ0	unreviewed	Q0APQ0_MARMM	Trk system potassium uptake protein TrkA	Mmar10_1445	Maricaulis maris (strain MCS10)	457	plasma membrane [GO:0005886]; potassium ion transmembrane transporter activity [GO:0015079]	GO:0005886; GO:0015079
WP_075189037.1	A0A1Q8FZL6	unreviewed	A0A1Q8FZL6_9PROT	CENP-V/GFA domain-containing protein	AWH62_13960	Maricaulis sp. W15	153	carbon-sulfur lyase activity [GO:0016846]; metal ion binding [GO:0046872]	GO:0016846; GO:0046872
WP_075191411.1	A0A1Q8FIE3	unreviewed	A0A1Q8FIE3_9PROT	3'-5' exonuclease	AWH62_12670	Maricaulis sp. W15	204	3'-5' exonuclease activity [GO:0008408]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0008408
WP_075191411.1	A0A495D5F7	unreviewed	A0A495D5F7_9PROT	Ribonuclease D	C7435_2293	Maricaulis maris	204	3'-5' exonuclease activity [GO:0008408]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0008408
WP_075189317.1	A0A1Q8FYZ5	unreviewed	A0A1Q8FYZ5_9PROT	Alanine dehydrogenase (EC 1.4.1.1)	AWH62_15225	Maricaulis sp. W15	371	alanine dehydrogenase activity [GO:0000286]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; L-alanine catabolic process [GO:0042853]	GO:0000166; GO:0000286; GO:0042853; GO:0046872
WP_018304845.1	A0A0D0NMW9	unreviewed	A0A0D0NMW9_9RHOB	Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS)	aspS Wenmar_01994	Wenxinia marina DSM 24838	662	cytoplasm [GO:0005737]; aspartate-tRNA ligase activity [GO:0004815]; aspartate-tRNA(Asn) ligase activity [GO:0050560]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; aspartyl-tRNA aminoacylation [GO:0006422]	GO:0003676; GO:0004815; GO:0005524; GO:0005737; GO:0006422; GO:0050560
WP_075190757.1	A0A1Q8FLT4	unreviewed	A0A1Q8FLT4_9PROT	Ribonuclease E (RNase E) (EC 3.1.26.12)	rne AWH62_09220	Maricaulis sp. W15	887	cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; endoribonuclease activity [GO:0004521]; magnesium ion binding [GO:0000287]; ribonuclease E activity [GO:0008995]; rRNA binding [GO:0019843]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; mRNA catabolic process [GO:0006402]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]	GO:0000049; GO:0000287; GO:0004521; GO:0005737; GO:0006364; GO:0006402; GO:0008033; GO:0008270; GO:0008995; GO:0009898; GO:0019843
WP_075188991.1	A0A1Q8FZG0	unreviewed	A0A1Q8FZG0_9PROT	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase glutamine chain)	carA AWH62_13690	Maricaulis sp. W15	390	ATP binding [GO:0005524]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; arginine biosynthetic process [GO:0006526]; glutamine metabolic process [GO:0006541]	GO:0004088; GO:0005524; GO:0006207; GO:0006526; GO:0006541; GO:0044205
WP_011644152.1	Q0AMI6	unreviewed	Q0AMI6_MARMM	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4)	ispH Mmar10_2215	Maricaulis maris (strain MCS10)	316	4 iron, 4 sulfur cluster binding [GO:0051539]; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity [GO:0051745]; metal ion binding [GO:0046872]; dimethylallyl diphosphate biosynthetic process [GO:0050992]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]	GO:0016114; GO:0019288; GO:0046872; GO:0050992; GO:0051539; GO:0051745
WP_075188700.1	A0A1Q8G169	unreviewed	A0A1Q8G169_9PROT	Hydrolase Nlp/P60	AWH62_01600	Maricaulis sp. W15	283	hydrolase activity [GO:0016787]	GO:0016787
WP_075188447.1	A0A1Q8G0F1	unreviewed	A0A1Q8G0F1_9PROT	Acetolactate synthase	AWH62_00190	Maricaulis sp. W15	106		
WP_075188447.1	A0A495D3H6	unreviewed	A0A495D3H6_9PROT	Acetolactate synthase small subunit	C7435_1794	Maricaulis maris	106		
WP_011644775.1	Q0AKR2	unreviewed	Q0AKR2_MARMM	DUF885 domain-containing protein	Mmar10_2850	Maricaulis maris (strain MCS10)	613		
WP_011644245.1	Q0AM93	unreviewed	Q0AM93_MARMM	DUF924 domain-containing protein	Mmar10_2308	Maricaulis maris (strain MCS10)	193		
WP_011645000.1	Q0AK37	unreviewed	Q0AK37_MARMM	GumN family protein	Mmar10_3077	Maricaulis maris (strain MCS10)	310		
WP_011644758.1	Q0AKS9	unreviewed	Q0AKS9_MARMM	AFG1-family ATPase	Mmar10_2833	Maricaulis maris (strain MCS10)	381	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0016887
WP_011644368.1	Q0ALX0	unreviewed	Q0ALX0_MARMM	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi Mmar10_2431	Maricaulis maris (strain MCS10)	517	cytoplasm [GO:0005737]; carbohydrate derivative binding [GO:0097367]; glucose-6-phosphate isomerase activity [GO:0004347]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	GO:0004347; GO:0005737; GO:0006094; GO:0006096; GO:0097367
WP_011644185.1	Q0AMF3	unreviewed	Q0AMF3_MARMM	Enoyl-CoA hydratase/isomerase	Mmar10_2248	Maricaulis maris (strain MCS10)	258	isomerase activity [GO:0016853]	GO:0016853
WP_075188759.1	A0A1Q8G1C9	unreviewed	A0A1Q8G1C9_9PROT	2-deoxycytidine 5-triphosphate deaminase	AWH62_01950	Maricaulis sp. W15	338	dCTP deaminase activity [GO:0008829]; 2'-deoxyribonucleotide metabolic process [GO:0009394]	GO:0008829; GO:0009394
WP_011644479.1	Q0ALK8	unreviewed	Q0ALK8_MARMM	NAD(P) transhydrogenase subunit beta (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase subunit beta)	Mmar10_2549	Maricaulis maris (strain MCS10)	467	plasma membrane [GO:0005886]; NAD(P)+ transhydrogenase (AB-specific) activity [GO:0008750]; NADP binding [GO:0050661]	GO:0005886; GO:0008750; GO:0050661
WP_011643284.1	Q0AQ00	unreviewed	Q0AQ00_MARMM	ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)	bioD Mmar10_1345	Maricaulis maris (strain MCS10)	221	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; dethiobiotin synthase activity [GO:0004141]; magnesium ion binding [GO:0000287]; biotin biosynthetic process [GO:0009102]	GO:0000287; GO:0004141; GO:0005524; GO:0005737; GO:0009102
WP_075190516.1	A0A1Q8FNY0	unreviewed	A0A1Q8FNY0_9PROT	Chromosome segregation protein ScpA	AWH62_08065	Maricaulis sp. W15	271	chromosome segregation [GO:0007059]	GO:0007059
WP_075190516.1	A0A495DF93	unreviewed	A0A495DF93_9PROT	Condensin subunit ScpA	C7435_1314	Maricaulis maris	271	chromosome segregation [GO:0007059]	GO:0007059
WP_075188887.1	A0A1Q8G1S6	unreviewed	A0A1Q8G1S6_9PROT	DUF2093 domain-containing protein	AWH62_02645	Maricaulis sp. W15	76		
WP_075188887.1	A0A495DNZ4	unreviewed	A0A495DNZ4_9PROT	DUF2093 domain-containing protein	C7435_0444	Maricaulis maris	76		
WP_075189282.1	A0A1Q8FYW5	unreviewed	A0A1Q8FYW5_9PROT	TonB-dependent receptor	AWH62_15180	Maricaulis sp. W15	831	cell outer membrane [GO:0009279]	GO:0009279
WP_011642562.1	Q0AS22	unreviewed	Q0AS22_MARMM	N-acetyltransferase domain-containing protein	Mmar10_0622	Maricaulis maris (strain MCS10)	191	acetyltransferase activity [GO:0016407]	GO:0016407
WP_075190028.1	A0A1Q8FR91	unreviewed	A0A1Q8FR91_9PROT	RNA pyrophosphohydrolase (EC 3.6.1.-) ((Di)nucleoside polyphosphate hydrolase)	rppH nudH AWH62_05525	Maricaulis sp. W15	167	pyrophosphatase activity [GO:0016462]	GO:0016462
WP_075190150.1	A0A1Q8FRT1	unreviewed	A0A1Q8FRT1_9PROT	DLH domain-containing protein	AWH62_06175	Maricaulis sp. W15	302	hydrolase activity [GO:0016787]	GO:0016787
WP_011643648.1	Q0ANY5	unreviewed	Q0ANY5_MARMM	Twin-arginine translocation signal domain-containing protein	Mmar10_1710	Maricaulis maris (strain MCS10)	169		
WP_011644343.1	Q0ALZ5	unreviewed	Q0ALZ5_MARMM	Pseudouridine synthase (EC 5.4.99.-)	Mmar10_2406	Maricaulis maris (strain MCS10)	335	RNA binding [GO:0003723]; rRNA pseudouridine synthase activity [GO:0120159]; enzyme-directed rRNA pseudouridine synthesis [GO:0000455]	GO:0000455; GO:0003723; GO:0120159
WP_075190762.1	A0A1Q8FLW7	unreviewed	A0A1Q8FLW7_9PROT	HIT family hydrolase	AWH62_09245	Maricaulis sp. W15	145	hydrolase activity [GO:0016787]	GO:0016787
WP_075190606.1	A0A1Q8FPA4	unreviewed	A0A1Q8FPA4_9PROT	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC AWH62_08360	Maricaulis sp. W15	258	ATP binding [GO:0005524]; phosphoribosylaminoimidazolesuccinocarboxamide synthase activity [GO:0004639]; 'de novo' IMP biosynthetic process [GO:0006189]; cobalamin biosynthetic process [GO:0009236]	GO:0004639; GO:0005524; GO:0006189; GO:0009236
WP_075190606.1	A0A495DCL5	unreviewed	A0A495DCL5_9PROT	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC C7435_1255	Maricaulis maris	258	ATP binding [GO:0005524]; phosphoribosylaminoimidazolesuccinocarboxamide synthase activity [GO:0004639]; 'de novo' IMP biosynthetic process [GO:0006189]; cobalamin biosynthetic process [GO:0009236]	GO:0004639; GO:0005524; GO:0006189; GO:0009236
WP_075189545.1	A0A1Q8FUQ9	unreviewed	A0A1Q8FUQ9_9PROT	TonB-dependent receptor	AWH62_03130	Maricaulis sp. W15	986	cell outer membrane [GO:0009279]; ion transport [GO:0006811]; organic substance transport [GO:0071702]	GO:0006811; GO:0009279; GO:0071702
WP_075189501.1	A0A1Q8FUV8	unreviewed	A0A1Q8FUV8_9PROT	Fe2OG dioxygenase domain-containing protein	AWH62_02900	Maricaulis sp. W15	416	dioxygenase activity [GO:0051213]; iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]	GO:0005506; GO:0016705; GO:0031418; GO:0051213
WP_011643746.1	Q0ANN7	unreviewed	Q0ANN7_MARMM	Protein translocase subunit SecE	secE Mmar10_1808	Maricaulis maris (strain MCS10)	85	plasma membrane [GO:0005886]; protein transmembrane transporter activity [GO:0008320]; intracellular protein transmembrane transport [GO:0065002]; protein secretion [GO:0009306]; protein targeting [GO:0006605]; protein transport by the Sec complex [GO:0043952]	GO:0005886; GO:0006605; GO:0008320; GO:0009306; GO:0043952; GO:0065002
WP_075189686.1	A0A1Q8FV11	unreviewed	A0A1Q8FV11_9PROT	Acyltransferase	AWH62_03900	Maricaulis sp. W15	257	membrane [GO:0016020]; acyltransferase activity [GO:0016746]	GO:0016020; GO:0016746
WP_075188750.1	A0A1Q8G1B6	unreviewed	A0A1Q8G1B6_9PROT	Phosphate transport system permease protein PstA	AWH62_01895	Maricaulis sp. W15	580	ATP-binding cassette (ABC) transporter complex [GO:0043190]; inorganic phosphate transmembrane transporter activity [GO:0005315]; phosphate ion transmembrane transport [GO:0035435]	GO:0005315; GO:0035435; GO:0043190
WP_075188750.1	A0A495DNM7	unreviewed	A0A495DNM7_9PROT	Phosphate transport system permease protein PstA	C7435_0293	Maricaulis maris	580	ATP-binding cassette (ABC) transporter complex [GO:0043190]; inorganic phosphate transmembrane transporter activity [GO:0005315]; phosphate ion transmembrane transport [GO:0035435]	GO:0005315; GO:0035435; GO:0043190
WP_075190232.1	A0A1Q8FS07	unreviewed	A0A1Q8FS07_9PROT	Transport-associated protein	AWH62_06625	Maricaulis sp. W15	230		
WP_075190232.1	A0A495D4F4	unreviewed	A0A495D4F4_9PROT	Osmotically-inducible protein OsmY	C7435_2118	Maricaulis maris	230		
WP_075191083.1	A0A1Q8FK95	unreviewed	A0A1Q8FK95_9PROT	DUF1499 domain-containing protein	AWH62_10995	Maricaulis sp. W15	263	membrane [GO:0016020]	GO:0016020
WP_075191082.1	A0A1Q8FK78	unreviewed	A0A1Q8FK78_9PROT	MBL fold metallo-hydrolase	AWH62_10990	Maricaulis sp. W15	304	hydrolase activity [GO:0016787]	GO:0016787
WP_011643187.1	Q0AQ97	unreviewed	Q0AQ97_MARMM	DUF2066 domain-containing protein	Mmar10_1248	Maricaulis maris (strain MCS10)	367		
WP_075190723.1	A0A1Q8FLN8	unreviewed	A0A1Q8FLN8_9PROT	Malic enzyme	AWH62_09035	Maricaulis sp. W15	758	acyltransferase activity [GO:0016746]; malate dehydrogenase (decarboxylating) (NAD+) activity [GO:0004471]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; malate metabolic process [GO:0006108]	GO:0004471; GO:0006108; GO:0016746; GO:0046872; GO:0051287
WP_075190723.1	A0A495DK83	unreviewed	A0A495DK83_9PROT	Allosteric NADP-dependent malic enzyme	C7435_0973	Maricaulis maris	758	acyltransferase activity [GO:0016746]; malate dehydrogenase (decarboxylating) (NAD+) activity [GO:0004471]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; malate metabolic process [GO:0006108]	GO:0004471; GO:0006108; GO:0016746; GO:0046872; GO:0051287
WP_014976149.1	A0A0B3YIR4	unreviewed	A0A0B3YIR4_9ALTE	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)	pth RJ41_00420	Alteromonas marina	193	cytoplasm [GO:0005737]; aminoacyl-tRNA hydrolase activity [GO:0004045]; translation [GO:0006412]	GO:0004045; GO:0005737; GO:0006412
WP_014976149.1	A0A126PYG3	unreviewed	A0A126PYG3_ALTMA	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)	pth AVL55_07600 MIT1002_01505	Alteromonas macleodii (Pseudoalteromonas macleodii)	193	cytoplasm [GO:0005737]; aminoacyl-tRNA hydrolase activity [GO:0004045]; translation [GO:0006412]	GO:0004045; GO:0005737; GO:0006412
WP_011642768.1	Q0ARG6	reviewed	Y828_MARMM	UPF0246 protein Mmar10_0828	Mmar10_0828	Maricaulis maris (strain MCS10)	263		
WP_075189450.1	A0A1Q8FWA2	unreviewed	A0A1Q8FWA2_9PROT	DNA alkylation repair protein	AWH62_16055	Maricaulis sp. W15	99		
WP_075189450.1	A0A495DKX1	unreviewed	A0A495DKX1_9PROT	DNA alkylation repair protein	C7435_1186	Maricaulis maris	99		
WP_075190902.1	A0A1Q8FJN9	unreviewed	A0A1Q8FJN9_9PROT	DNA-binding response regulator	AWH62_09930	Maricaulis sp. W15	269	DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]	GO:0000160; GO:0003677
WP_075190644.1	A0A1Q8FLG8	unreviewed	A0A1Q8FLG8_9PROT	Transglycosylase	AWH62_08580	Maricaulis sp. W15	686	periplasmic space [GO:0042597]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	GO:0004553; GO:0042597
WP_011643886.1	Q0AN96	reviewed	FLGH_MARMM	Flagellar L-ring protein (Basal body L-ring protein)	flgH Mmar10_1949	Maricaulis maris (strain MCS10)	251	bacterial-type flagellum basal body, distal rod, L ring [GO:0009427]; cell outer membrane [GO:0009279]; cytoskeletal motor activity [GO:0003774]; bacterial-type flagellum-dependent cell motility [GO:0071973]	GO:0003774; GO:0009279; GO:0009427; GO:0071973
WP_011643272.1	Q0AQ12	unreviewed	Q0AQ12_MARMM	Allosteric NADP-dependent malic enzyme (EC 1.1.1.40)	Mmar10_1333	Maricaulis maris (strain MCS10)	758	acyltransferase activity [GO:0016746]; malate dehydrogenase (decarboxylating) (NAD+) activity [GO:0004471]; malate dehydrogenase (decarboxylating) (NADP+) activity [GO:0004473]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; oxaloacetate decarboxylase activity [GO:0008948]; malate metabolic process [GO:0006108]	GO:0004471; GO:0004473; GO:0006108; GO:0008948; GO:0016746; GO:0046872; GO:0051287
WP_075188763.1	A0A1Q8G1F3	unreviewed	A0A1Q8G1F3_9PROT	Alkyl hydroperoxide reductase C (Peroxiredoxin) (Thioredoxin peroxidase)	AWH62_01975	Maricaulis sp. W15	217	peroxiredoxin activity [GO:0051920]	GO:0051920
WP_075189748.1	A0A1Q8FVJ4	unreviewed	A0A1Q8FVJ4_9PROT	SSCRP protein	AWH62_04245	Maricaulis sp. W15	104		
WP_011642357.1	Q0ASM7	unreviewed	Q0ASM7_MARMM	Peptidase A24A, prepilin type IV	Mmar10_0417	Maricaulis maris (strain MCS10)	165	membrane [GO:0016020]; aspartic-type endopeptidase activity [GO:0004190]	GO:0004190; GO:0016020
WP_011643523.1	Q0APB1	unreviewed	Q0APB1_MARMM	Lytic transglycosylase, catalytic	Mmar10_1584	Maricaulis maris (strain MCS10)	686	periplasmic space [GO:0042597]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	GO:0004553; GO:0042597
WP_011642536.1	Q0AS48	unreviewed	Q0AS48_MARMM	SapC family protein	Mmar10_0596	Maricaulis maris (strain MCS10)	261		
WP_075189899.1	A0A1Q8FW06	unreviewed	A0A1Q8FW06_9PROT	Riboflavin biosynthesis protein RibD	AWH62_05115	Maricaulis sp. W15	191	5-amino-6-(5-phosphoribosylamino)uracil reductase activity [GO:0008703]; riboflavin biosynthetic process [GO:0009231]	GO:0008703; GO:0009231
