gene_id,KO_id,KO_acc,GO_IDs,GO_terms
2607589042,2607589042,MBS9771638.1,GO:0034620;GO:0051085;GO:0005524;GO:0016887;GO:0031072;GO:0051082;GO:0051787;GO:0140662;GO:0005737;GO:0006457;GO:0006458;GO:0006950;GO:0006986;GO:0009987;GO:0010033;GO:0033554;GO:0035966;GO:0035967;GO:0042221;GO:0050896;GO:0051716;GO:0061077;GO:0070887;GO:0071310;GO:0000166;GO:0003824;GO:0005488;GO:0005515;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0017076;GO:0017111;GO:0032553;GO:0032555;GO:0035639;GO:0036094;GO:0043167;GO:0043168;GO:0097159;GO:0097367;GO:0140657;GO:1901265;GO:1901363;GO:0005622;GO:0110165,"cellular response to unfolded protein;chaperone cofactor-dependent protein refolding;ATP binding;ATP hydrolysis activity;heat shock protein binding;unfolded protein binding;misfolded protein binding;ATP-dependent protein folding chaperone;cytoplasm;protein folding;'de novo' protein folding;response to stress;response to unfolded protein;cellular process;response to organic substance;cellular response to stress;response to topologically incorrect protein;cellular response to topologically incorrect protein;response to chemical;response to stimulus;cellular response to stimulus;chaperone-mediated protein folding;cellular response to chemical stimulus;cellular response to organic substance;nucleotide binding;catalytic activity;binding;protein binding;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;purine nucleotide binding;ribonucleoside triphosphate phosphatase activity;ribonucleotide binding;purine ribonucleotide binding;purine ribonucleoside triphosphate binding;small molecule binding;ion binding;anion binding;organic cyclic compound binding;carbohydrate derivative binding;ATP-dependent activity;nucleoside phosphate binding;heterocyclic compound binding;intracellular anatomical structure;cellular anatomical entity"
2607589052,2607589052,NES08456.1,GO:0046872,metal ion binding
2607589059,2607589059,WP_190946540.1,GO:0003676,nucleic acid binding
2607589073,2607589073,MBS9771590.1,GO:0048523;GO:0051302;GO:0005524;GO:0016887;GO:0005829;GO:0009898;GO:0097478;GO:0009987;GO:0048519;GO:0050789;GO:0050794;GO:0051301;GO:0065007;GO:0000166;GO:0003824;GO:0005488;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0017076;GO:0017111;GO:0032553;GO:0032555;GO:0035639;GO:0036094;GO:0043167;GO:0043168;GO:0097159;GO:0097367;GO:0140657;GO:1901265;GO:1901363;GO:0005622;GO:0005737;GO:0005886;GO:0016020;GO:0071944;GO:0098552;GO:0098562;GO:0110165,"negative regulation of cellular process;regulation of cell division;ATP binding;ATP hydrolysis activity;cytosol;cytoplasmic side of plasma membrane;leaflet of membrane bilayer;cellular process;negative regulation of biological process;regulation of biological process;regulation of cellular process;cell division;biological regulation;nucleotide binding;catalytic activity;binding;pyrophosphatase activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;purine nucleotide binding;ribonucleoside triphosphate phosphatase activity;ribonucleotide binding;purine ribonucleotide binding;purine ribonucleoside triphosphate binding;small molecule binding;ion binding;anion binding;organic cyclic compound binding;carbohydrate derivative binding;ATP-dependent activity;nucleoside phosphate binding;heterocyclic compound binding;intracellular anatomical structure;cytoplasm;plasma membrane;membrane;cell periphery;side of membrane;cytoplasmic side of membrane;cellular anatomical entity"
2607589076,2607589076,MBS9771592.1,GO:0007165,signal transduction
2607589077,2607589077,MBS9771593.1,GO:0006725;GO:0042180;GO:1901360;GO:1901605;GO:0016651;GO:0016709;GO:0071949;GO:0006082;GO:0006520;GO:0006807;GO:0008152;GO:0009987;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044281;GO:0071704;GO:1901564;GO:0000166;GO:0003824;GO:0004497;GO:0005488;GO:0016491;GO:0036094;GO:0043167;GO:0043168;GO:0050660;GO:0097159;GO:1901265;GO:1901363,"cellular aromatic compound metabolic process;cellular ketone metabolic process;organic cyclic compound metabolic process;alpha-amino acid metabolic process;oxidoreductase activity, acting on NAD(P)H;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen;FAD binding;organic acid metabolic process;amino acid metabolic process;nitrogen compound metabolic process;metabolic process;cellular process;carboxylic acid metabolic process;oxoacid metabolic process;cellular metabolic process;primary metabolic process;small molecule metabolic process;organic substance metabolic process;organonitrogen compound metabolic process;nucleotide binding;catalytic activity;monooxygenase activity;binding;oxidoreductase activity;small molecule binding;ion binding;anion binding;flavin adenine dinucleotide binding;organic cyclic compound binding;nucleoside phosphate binding;heterocyclic compound binding"
2607589078,2607589078,MBS9771594.1,GO:0005524;GO:0016887,ATP binding;ATP hydrolysis activity
2607589081,2607589081,MBS9771598.1,GO:0003676,nucleic acid binding
2607589082,2607589082,MCH2047385.1,GO:0005524;GO:0016787,ATP binding;hydrolase activity
2607589089,2607589089,NUN64639.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607589090,2607589090,MBS9771779.1,GO:0006529;GO:0004066;GO:0005829;GO:0005622;GO:0005737;GO:0110165,asparagine biosynthetic process;asparagine synthase (glutamine-hydrolyzing) activity;cytosol;intracellular anatomical structure;cytoplasm;cellular anatomical entity
2607589103,2607589103,MBS9771764.1,GO:0003885;GO:0016020,"D-arabinono-1,4-lactone oxidase activity;membrane"
2607589107,2607589107,NEP83576.1,GO:0046872,metal ion binding
2607589109,2607589109,WP_124143258.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607589115,2607589115,MBS9772322.1,GO:0005515,protein binding
2607589117,2607589117,MCL2930655.1,GO:0006508;GO:0008237;GO:0008270,proteolysis;metallopeptidase activity;zinc ion binding
2607589120,2607589120,MBS9772906.1,GO:0005524;GO:0016887,ATP binding;ATP hydrolysis activity
2607589124,2607589124,MBS9772910.1,GO:0006536;GO:0046395;GO:1901565;GO:0016639;GO:0006082;GO:0006520;GO:0006807;GO:0008152;GO:0009056;GO:0009064;GO:0009987;GO:0016054;GO:0019752;GO:0043436;GO:0044237;GO:0044238;GO:0044248;GO:0044281;GO:0044282;GO:0071704;GO:1901564;GO:1901575;GO:1901605;GO:0003824;GO:0016491,"glutamate metabolic process;carboxylic acid catabolic process;organonitrogen compound catabolic process;oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor;organic acid metabolic process;amino acid metabolic process;nitrogen compound metabolic process;metabolic process;catabolic process;glutamine family amino acid metabolic process;cellular process;organic acid catabolic process;carboxylic acid metabolic process;oxoacid metabolic process;cellular metabolic process;primary metabolic process;cellular catabolic process;small molecule metabolic process;small molecule catabolic process;organic substance metabolic process;organonitrogen compound metabolic process;organic substance catabolic process;alpha-amino acid metabolic process;catalytic activity;oxidoreductase activity"
2607589128,2607589128,MBS9772915.1,GO:0016491,oxidoreductase activity
2607589134,2607589134,NET46896.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607589137,2607589137,MBS9772923.1,GO:0004540,ribonuclease activity
2607589138,2607589138,MBS9772924.1,GO:0000160;GO:0006355;GO:0000976;GO:0001216;GO:0060089;GO:0005829;GO:0032993;GO:0001067;GO:0003676;GO:0003677;GO:0003690;GO:0003700;GO:0005488;GO:0043565;GO:0097159;GO:0140110;GO:1901363;GO:1990837;GO:0005622;GO:0005737;GO:0032991;GO:0110165,phosphorelay signal transduction system;regulation of DNA-templated transcription;transcription cis-regulatory region binding;DNA-binding transcription activator activity;molecular transducer activity;cytosol;protein-DNA complex;transcription regulatory region nucleic acid binding;nucleic acid binding;DNA binding;double-stranded DNA binding;DNA-binding transcription factor activity;binding;sequence-specific DNA binding;organic cyclic compound binding;transcription regulator activity;heterocyclic compound binding;sequence-specific double-stranded DNA binding;intracellular anatomical structure;cytoplasm;protein-containing complex;cellular anatomical entity
2607589143,2607589143,MBS9772927.1,GO:0043886;GO:0031470;GO:0031469,structural constituent of carboxysome shell;carboxysome;bacterial microcompartment
2607589144,2607589144,MBS9772928.1,GO:0043886;GO:0031470;GO:0031469,structural constituent of carboxysome shell;carboxysome;bacterial microcompartment
2607589147,2607589147,MBS9772931.1,GO:0006355;GO:2000112;GO:0003700;GO:0005829;GO:0006139;GO:0006351;GO:0006725;GO:0006807;GO:0008152;GO:0009058;GO:0009059;GO:0009889;GO:0009987;GO:0010467;GO:0010468;GO:0010556;GO:0016070;GO:0018130;GO:0019219;GO:0019222;GO:0019438;GO:0031323;GO:0031326;GO:0032774;GO:0034641;GO:0034645;GO:0034654;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044271;GO:0046483;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0071704;GO:0080090;GO:0090304;GO:0097659;GO:1901360;GO:1901362;GO:1901576;GO:1903506;GO:2001141;GO:0005622;GO:0005737;GO:0110165,regulation of DNA-templated transcription;regulation of cellular macromolecule biosynthetic process;DNA-binding transcription factor activity;cytosol;nucleobase-containing compound metabolic process;DNA-templated transcription;cellular aromatic compound metabolic process;nitrogen compound metabolic process;metabolic process;biosynthetic process;macromolecule biosynthetic process;regulation of biosynthetic process;cellular process;gene expression;regulation of gene expression;regulation of macromolecule biosynthetic process;RNA metabolic process;heterocycle biosynthetic process;regulation of nucleobase-containing compound metabolic process;regulation of metabolic process;aromatic compound biosynthetic process;regulation of cellular metabolic process;regulation of cellular biosynthetic process;RNA biosynthetic process;cellular nitrogen compound metabolic process;cellular macromolecule biosynthetic process;nucleobase-containing compound biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular nitrogen compound biosynthetic process;heterocycle metabolic process;regulation of biological process;regulation of cellular process;regulation of nitrogen compound metabolic process;regulation of RNA metabolic process;regulation of macromolecule metabolic process;biological regulation;organic substance metabolic process;regulation of primary metabolic process;nucleic acid metabolic process;nucleic acid-templated transcription;organic cyclic compound metabolic process;organic cyclic compound biosynthetic process;organic substance biosynthetic process;regulation of nucleic acid-templated transcription;regulation of RNA biosynthetic process;intracellular anatomical structure;cytoplasm;cellular anatomical entity
2607589151,2607589151,MBS9772935.1,GO:0016491,oxidoreductase activity
2607589157,2607589157,MBS9772941.1,GO:0016116,carotenoid metabolic process
2607589160,2607589160,MBS9772944.1,GO:0010277;GO:0051537,"chlorophyllide a oxygenase [overall] activity;2 iron, 2 sulfur cluster binding"
2607589194,2607589194,MBS9773190.1,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups"
2607589201,2607589201,MBS9773183.1,GO:0008168,methyltransferase activity
2607589202,2607589202,MBS9773182.1,GO:0008168,methyltransferase activity
2607589203,2607589203,MBS9773181.1,GO:0003824;GO:0051536;GO:0005829;GO:0005622;GO:0005737;GO:0110165,catalytic activity;iron-sulfur cluster binding;cytosol;intracellular anatomical structure;cytoplasm;cellular anatomical entity
2607589204,2607589204,MBS9773180.1,GO:0003824;GO:0051536,catalytic activity;iron-sulfur cluster binding
2607589206,2607589206,MBS9773178.1,GO:0006508;GO:0004252;GO:0003824;GO:0004175;GO:0008233;GO:0008236;GO:0016787;GO:0017171;GO:0140096,"proteolysis;serine-type endopeptidase activity;catalytic activity;endopeptidase activity;peptidase activity;serine-type peptidase activity;hydrolase activity;serine hydrolase activity;catalytic activity, acting on a protein"
2607589207,2607589207,MBS9773177.1,GO:0016491;GO:0003824,oxidoreductase activity;catalytic activity
2607589213,2607589213,MBS9773171.1,GO:0000270;GO:0042546;GO:0005886;GO:0006022;GO:0006807;GO:0008152;GO:0009987;GO:0030203;GO:0043170;GO:0044085;GO:0071554;GO:0071704;GO:0071840;GO:1901135;GO:1901564;GO:0016020;GO:0071944;GO:0110165,peptidoglycan metabolic process;cell wall biogenesis;plasma membrane;aminoglycan metabolic process;nitrogen compound metabolic process;metabolic process;cellular process;glycosaminoglycan metabolic process;macromolecule metabolic process;cellular component biogenesis;cell wall organization or biogenesis;organic substance metabolic process;cellular component organization or biogenesis;carbohydrate derivative metabolic process;organonitrogen compound metabolic process;membrane;cell periphery;cellular anatomical entity
2607589223,2607589223,MBS9773163.1,GO:0110102;GO:0044183,ribulose bisphosphate carboxylase complex assembly;protein folding chaperone
2607589225,2607589225,MBS9773161.1,GO:0006468;GO:0004674;GO:0005524;GO:0003824;GO:0004672;GO:0016301;GO:0016740;GO:0016772;GO:0016773;GO:0140096,"protein phosphorylation;protein serine/threonine kinase activity;ATP binding;catalytic activity;protein kinase activity;kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphotransferase activity, alcohol group as acceptor;catalytic activity, acting on a protein"
2607589229,2607589229,WP_124143258.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607589230,2607589230,WP_161564334.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607589235,2607589235,MBS9772587.1,GO:0055085;GO:0042910;GO:0005886;GO:0005215;GO:0022857;GO:0016020;GO:0071944;GO:0110165,transmembrane transport;xenobiotic transmembrane transporter activity;plasma membrane;transporter activity;transmembrane transporter activity;membrane;cell periphery;cellular anatomical entity
2607589237,2607589237,MCL2926489.1,GO:0001540;GO:0005509;GO:0019894;GO:0042988,amyloid-beta binding;calcium ion binding;kinesin binding;X11-like protein binding
2607589238,2607589238,MBS9770847.1,GO:0015849;GO:0055085;GO:0043177;GO:0031317,organic acid transport;transmembrane transport;organic acid binding;tripartite ATP-independent periplasmic transporter complex
2607589243,2607589243,NES05130.1,GO:2000142;GO:0003677;GO:0016987;GO:0006352;GO:0006355;GO:0003700,regulation of DNA-templated transcription initiation;DNA binding;sigma factor activity;DNA-templated transcription initiation;regulation of DNA-templated transcription;DNA-binding transcription factor activity
2607589249,2607589249,MBS9770860.1,GO:0005975;GO:0004565;GO:0008146;GO:0009341;GO:0016020,carbohydrate metabolic process;beta-galactosidase activity;sulfotransferase activity;beta-galactosidase complex;membrane
2607589250,2607589250,MBS9770861.1,GO:0008146;GO:0016020,sulfotransferase activity;membrane
2607589251,2607589251,MBS9770862.1,GO:0016051;GO:0008146;GO:0016020;GO:0003824;GO:0016740,carbohydrate biosynthetic process;sulfotransferase activity;membrane;catalytic activity;transferase activity
2607589253,2607589253,MBS9770864.1,GO:0005515,protein binding
2607589254,2607589254,WP_161564334.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607589255,2607589255,WP_124143258.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607589258,2607589258,MBS9770768.1,GO:0008168,methyltransferase activity
2607589263,2607589263,MBS9770763.1,GO:0006508;GO:0004176;GO:0004222;GO:0005524,proteolysis;ATP-dependent peptidase activity;metalloendopeptidase activity;ATP binding
2607589264,2607589264,MBS9770762.1,GO:0000160;GO:0006355;GO:0016310;GO:0000155;GO:0005515;GO:0007165;GO:0016772,"phosphorelay signal transduction system;regulation of DNA-templated transcription;phosphorylation;phosphorelay sensor kinase activity;protein binding;signal transduction;transferase activity, transferring phosphorus-containing groups"
2607589277,2607589277,MBS9772431.1,GO:0005515,protein binding
2607589282,2607589282,MBS9771256.1,GO:0008643;GO:0015288;GO:0016020,carbohydrate transport;porin activity;membrane
2607589283,2607589283,MBS9771257.1,GO:0008643;GO:0015288;GO:0016020,carbohydrate transport;porin activity;membrane
2607589284,2607589284,MBS9771258.1,GO:0006468;GO:0004672;GO:0005515;GO:0005524,protein phosphorylation;protein kinase activity;protein binding;ATP binding
2607589296,2607589296,MCH2050202.1,GO:0004622;GO:0003824;GO:0004620;GO:0016298;GO:0016787;GO:0016788;GO:0052689,"lysophospholipase activity;catalytic activity;phospholipase activity;lipase activity;hydrolase activity;hydrolase activity, acting on ester bonds;carboxylic ester hydrolase activity"
2607589302,2607589302,MCH2050196.1,GO:0008168,methyltransferase activity
2607589303,2607589303,MBS9770946.1,GO:0016491;GO:0003824,oxidoreductase activity;catalytic activity
2607589310,2607589310,MBS9770953.1,GO:0000160;GO:0006355;GO:0000976;GO:0001216;GO:0060089;GO:0005829;GO:0032993;GO:0001067;GO:0003676;GO:0003677;GO:0003690;GO:0003700;GO:0005488;GO:0043565;GO:0097159;GO:0140110;GO:1901363;GO:1990837;GO:0005622;GO:0005737;GO:0032991;GO:0110165,phosphorelay signal transduction system;regulation of DNA-templated transcription;transcription cis-regulatory region binding;DNA-binding transcription activator activity;molecular transducer activity;cytosol;protein-DNA complex;transcription regulatory region nucleic acid binding;nucleic acid binding;DNA binding;double-stranded DNA binding;DNA-binding transcription factor activity;binding;sequence-specific DNA binding;organic cyclic compound binding;transcription regulator activity;heterocyclic compound binding;sequence-specific double-stranded DNA binding;intracellular anatomical structure;cytoplasm;protein-containing complex;cellular anatomical entity
2607589317,2607589317,MCL2927743.1,GO:0007154;GO:0030001;GO:0008324;GO:0015297;GO:0022853;GO:0016020;GO:0006810;GO:0006811;GO:0006812;GO:0051179;GO:0051234;GO:0005215;GO:0015075;GO:0015291;GO:0015298;GO:0015491;GO:0022804;GO:0022857;GO:0110165,cell communication;metal ion transport;monoatomic cation transmembrane transporter activity;antiporter activity;active monoatomic ion transmembrane transporter activity;membrane;transport;monoatomic ion transport;monoatomic cation transport;localization;establishment of localization;transporter activity;monoatomic ion transmembrane transporter activity;secondary active transmembrane transporter activity;obsolete solute:monoatomic cation antiporter activity;obsolete cation:cation antiporter activity;active transmembrane transporter activity;transmembrane transporter activity;cellular anatomical entity
2607589318,2607589318,MBS9769171.1,GO:0007154;GO:0016020,cell communication;membrane
2607589325,2607589325,MBS9769163.1,GO:0140647;GO:0051537;GO:0005739;GO:0016020;GO:0051536;GO:0005622;GO:0005737;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0110165,"P450-containing electron transport chain;2 iron, 2 sulfur cluster binding;mitochondrion;membrane;iron-sulfur cluster binding;intracellular anatomical structure;cytoplasm;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;cellular anatomical entity"
2607589328,2607589328,MBS9769159.1,GO:0005515,protein binding
2607589336,2607589336,MBS9769150.1,GO:0005886;GO:0030288;GO:0016020;GO:0030313;GO:0031975;GO:0042597;GO:0071944;GO:0110165,plasma membrane;outer membrane-bounded periplasmic space;membrane;cell envelope;envelope;periplasmic space;cell periphery;cellular anatomical entity
2607589337,2607589337,MCH2049488.1,GO:0008643;GO:0015288;GO:0016020,carbohydrate transport;porin activity;membrane
2607589346,2607589346,MCL2936727.1,GO:0016787;GO:0003824,hydrolase activity;catalytic activity
2607589366,2607589366,MCH2050877.1,GO:0006355;GO:0003677;GO:0003700,regulation of DNA-templated transcription;DNA binding;DNA-binding transcription factor activity
2607589372,2607589372,NEP86526.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607589374,2607589374,NEQ36390.1,GO:0009435;GO:0019805;GO:0008987;GO:0046872;GO:0051539;GO:0005737,"NAD biosynthetic process;quinolinate biosynthetic process;quinolinate synthetase A activity;metal ion binding;4 iron, 4 sulfur cluster binding;cytoplasm"
2607589376,2607589376,NET16117.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607589380,2607589380,BCL35779.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607589381,2607589381,NET16117.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607589388,2607589388,BCL35779.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607589396,2607589396,OZH53155.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607589402,2607589402,EGK84659.1,GO:0003676,nucleic acid binding
2607589409,2607589409,MCL2928193.1,GO:0005515,protein binding
2607589415,2607589415,MBS9772815.1,GO:0003824;GO:0030151;GO:0030170,catalytic activity;molybdenum ion binding;pyridoxal phosphate binding
2607589419,2607589419,Q10W18.2,GO:0015979;GO:0005515;GO:0031676,photosynthesis;protein binding;plasma membrane-derived thylakoid membrane
2607589441,2607589441,GGA07117.1,GO:0006414;GO:0003729;GO:0003735;GO:0006412;GO:0006518;GO:0006807;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0010467;GO:0019538;GO:0034641;GO:0034645;GO:0043043;GO:0043170;GO:0043603;GO:0043604;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044271;GO:0071704;GO:1901564;GO:1901566;GO:1901576;GO:0003676;GO:0003723;GO:0005198;GO:0005488;GO:0097159;GO:1901363,translational elongation;mRNA binding;structural constituent of ribosome;translation;peptide metabolic process;nitrogen compound metabolic process;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;gene expression;protein metabolic process;cellular nitrogen compound metabolic process;cellular macromolecule biosynthetic process;peptide biosynthetic process;macromolecule metabolic process;amide metabolic process;amide biosynthetic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular nitrogen compound biosynthetic process;organic substance metabolic process;organonitrogen compound metabolic process;organonitrogen compound biosynthetic process;organic substance biosynthetic process;nucleic acid binding;RNA binding;structural molecule activity;binding;organic cyclic compound binding;heterocyclic compound binding
2607589451,2607589451,MBS9772781.1,GO:0016791;GO:0005737;GO:0003824;GO:0016787;GO:0016788;GO:0042578;GO:0005622;GO:0110165,"phosphatase activity;cytoplasm;catalytic activity;hydrolase activity;hydrolase activity, acting on ester bonds;phosphoric ester hydrolase activity;intracellular anatomical structure;cellular anatomical entity"
2607589455,2607589455,MBS9772778.1,GO:0016757;GO:0003824;GO:0016740,glycosyltransferase activity;catalytic activity;transferase activity
2607589457,2607589457,MBS9772776.1,GO:0005829;GO:0005622;GO:0005737;GO:0110165,cytosol;intracellular anatomical structure;cytoplasm;cellular anatomical entity
2607589464,2607589464,MBS9772770.1,GO:0005975;GO:0009100;GO:0015926;GO:0030246;GO:0005773;GO:0005886;GO:0140534;GO:0006807;GO:0008152;GO:0009987;GO:0019538;GO:0043170;GO:0044237;GO:0044238;GO:0044260;GO:0071704;GO:1901135;GO:1901564;GO:0003824;GO:0004553;GO:0016787;GO:0016798;GO:0005622;GO:0005737;GO:0005783;GO:0012505;GO:0016020;GO:0032991;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0071944;GO:0110165,"carbohydrate metabolic process;glycoprotein metabolic process;glucosidase activity;carbohydrate binding;vacuole;plasma membrane;endoplasmic reticulum protein-containing complex;nitrogen compound metabolic process;metabolic process;cellular process;protein metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;organic substance metabolic process;carbohydrate derivative metabolic process;organonitrogen compound metabolic process;catalytic activity;hydrolase activity, hydrolyzing O-glycosyl compounds;hydrolase activity;hydrolase activity, acting on glycosyl bonds;intracellular anatomical structure;cytoplasm;endoplasmic reticulum;endomembrane system;membrane;protein-containing complex;organelle;membrane-bounded organelle;intracellular organelle;intracellular membrane-bounded organelle;cell periphery;cellular anatomical entity"
2607589466,2607589466,MBS9769214.1,GO:0005515,protein binding
2607589470,2607589470,MBS9770587.1,GO:0006364;GO:0003723;GO:0005829;GO:0006139;GO:0006396;GO:0006725;GO:0006807;GO:0009987;GO:0010467;GO:0016070;GO:0016072;GO:0022613;GO:0034470;GO:0034641;GO:0034660;GO:0042254;GO:0043170;GO:0044085;GO:0044237;GO:0046483;GO:0071840;GO:0090304;GO:1901360;GO:0003676;GO:0005488;GO:0097159;GO:1901363;GO:0005622;GO:0005737;GO:0110165,rRNA processing;RNA binding;cytosol;nucleobase-containing compound metabolic process;RNA processing;cellular aromatic compound metabolic process;nitrogen compound metabolic process;cellular process;gene expression;RNA metabolic process;rRNA metabolic process;ribonucleoprotein complex biogenesis;ncRNA processing;cellular nitrogen compound metabolic process;ncRNA metabolic process;ribosome biogenesis;macromolecule metabolic process;cellular component biogenesis;cellular metabolic process;heterocycle metabolic process;cellular component organization or biogenesis;nucleic acid metabolic process;organic cyclic compound metabolic process;nucleic acid binding;binding;organic cyclic compound binding;heterocyclic compound binding;intracellular anatomical structure;cytoplasm;cellular anatomical entity
2607589481,2607589481,NES06980.1,GO:0006313;GO:0003677;GO:0004803,"transposition, DNA-mediated;DNA binding;transposase activity"
2607589484,2607589484,MBS9770572.1,GO:0005975;GO:0016832;GO:0003824,carbohydrate metabolic process;aldehyde-lyase activity;catalytic activity
2607589487,2607589487,MBS9770570.1,GO:0016787,hydrolase activity
2607589500,2607589500,MBS9772140.1,GO:0006281;GO:0016311;GO:0016791;GO:0005829;GO:0006139;GO:0006259;GO:0006725;GO:0006793;GO:0006796;GO:0006807;GO:0006950;GO:0006974;GO:0008152;GO:0009987;GO:0033554;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0044260;GO:0046483;GO:0050896;GO:0051716;GO:0071704;GO:0090304;GO:1901360;GO:0003824;GO:0016787;GO:0016788;GO:0042578;GO:0005622;GO:0005737;GO:0110165,"DNA repair;dephosphorylation;phosphatase activity;cytosol;nucleobase-containing compound metabolic process;DNA metabolic process;cellular aromatic compound metabolic process;phosphorus metabolic process;phosphate-containing compound metabolic process;nitrogen compound metabolic process;response to stress;cellular response to DNA damage stimulus;metabolic process;cellular process;cellular response to stress;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;heterocycle metabolic process;response to stimulus;cellular response to stimulus;organic substance metabolic process;nucleic acid metabolic process;organic cyclic compound metabolic process;catalytic activity;hydrolase activity;hydrolase activity, acting on ester bonds;phosphoric ester hydrolase activity;intracellular anatomical structure;cytoplasm;cellular anatomical entity"
2607589511,2607589511,MCH2049452.1,GO:0005524,ATP binding
2607589516,2607589516,NEQ39760.1,GO:0016310;GO:0016301;GO:0016020,phosphorylation;kinase activity;membrane
2607589525,2607589525,MBS9772118.1,GO:0055085;GO:0140359,transmembrane transport;ABC-type transporter activity
2607589535,2607589535,Q10VR3.1,GO:0008270;GO:0016788;GO:0019807;GO:0016811,"zinc ion binding;hydrolase activity, acting on ester bonds;aspartoacylase activity;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
2607589541,2607589541,MBS9772105.1,GO:0003723;GO:0003676,RNA binding;nucleic acid binding
2607589542,2607589542,MBS9772104.1,GO:0003723;GO:0003676,RNA binding;nucleic acid binding
2607589544,2607589544,MBS9772102.1,GO:0006091;GO:0006739;GO:0000166;GO:0016651;GO:0005886;GO:0008152;GO:0009987;GO:0044237;GO:0003824;GO:0005488;GO:0016491;GO:0036094;GO:0097159;GO:1901265;GO:1901363;GO:0016020;GO:0071944;GO:0110165,"generation of precursor metabolites and energyDP metabolic process;nucleotide binding;oxidoreductase activity, acting on NAD(P)H;plasma membrane;metabolic process;cellular process;cellular metabolic process;catalytic activity;binding;oxidoreductase activity;small molecule binding;organic cyclic compound binding;nucleoside phosphate binding;heterocyclic compound binding;membrane;cell periphery;cellular anatomical entity"
2607589553,2607589553,MBS9772093.1,GO:0005524;GO:0016887,ATP binding;ATP hydrolysis activity
2607589558,2607589558,MBS9772089.1,GO:0005515,protein binding
