id,gene_id,gene_name,KO
2641950497,K03832,periplasmic protein TonB,K03832
2641950512,K01737,6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50],K01737
2641950524,K06891,ATP-dependent Clp protease adaptor protein ClpS,K06891
2641950525,K07052,CAAX protease family protein,K07052
2641950527,K01515,ADP-ribose pyrophosphatase [EC:3.6.1.13 3.6.1.-],K01515
2641950530,K02034,peptide/nickel transport system permease protein,K02034
2641950567,K01419,"ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]",K01419
2641950572,K01425,glutaminase [EC:3.5.1.2],K01425
2641950583,K02902,large subunit ribosomal protein L28,K02902
2641950595,K06076,long-chain fatty acid transport protein,K06076
2641950620,K00954,pantetheine-phosphate adenylyltransferase [EC:2.7.7.3],K00954
2641950626,K01692,enoyl-CoA hydratase [EC:4.2.1.17],K01692
2641950633,K02834,ribosome-binding factor A,K02834
2641950655,K07501,3'-5' exonuclease,K07501
2641950666,K06888,uncharacterized protein,K06888
2641950676,K00962,polyribonucleotide nucleotidyltransferase [EC:2.7.7.8],K00962
2641950677,K07090,uncharacterized protein,K07090
2641950682,K00973,glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24],K00973
2641950693,K01299,carboxypeptidase Taq [EC:3.4.17.19],K01299
2641950695,K03320,"ammonium transporter, Amt family",K03320
2641950698,K01425,glutaminase [EC:3.5.1.2],K01425
2641950702,K01887,arginyl-tRNA synthetase [EC:6.1.1.19],K01887
2641950703,K01887,arginyl-tRNA synthetase [EC:6.1.1.19],K01887
2641950705,K00027,malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38],K00027
2641950719,K01142,exodeoxyribonuclease III [EC:3.1.11.2],K01142
2641950723,K06889,uncharacterized protein,K06889
2641950724,K17108,non-lysosomal glucosylceramidase [EC:3.2.1.45],K17108
2641950725,K17108,non-lysosomal glucosylceramidase [EC:3.2.1.45],K17108
2641950728,K02433,aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7],K02433
2641950735,K07090,uncharacterized protein,K07090
2641950743,K22044,moderate conductance mechanosensitive channel,K22044
2641950745,K21430,aldose sugar dehydrogenase [EC:1.1.5.-],K21430
2641950749,K09705,uncharacterized protein,K09705
2641950754,K00942,guanylate kinase [EC:2.7.4.8],K00942
2641950755,K09777,extracellular matrix regulatory protein A,K09777
2641950757,K00390,phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10],K00390
2641950758,K01070,S-formylglutathione hydrolase [EC:3.1.2.12],K01070
2641950760,K00121,S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1],K00121
2641950761,K03495,tRNA uridine 5-carboxymethylaminomethyl modification enzyme,K03495
2641950769,K18979,epoxyqueuosine reductase [EC:1.17.99.6],K18979
2641950784,K02638,plastocyanin,K02638
2641950785,K07496,putative transposase,K07496
2641950788,K08906,cytochrome c6,K08906
2641950796,K08226,"MFS transporter, BCD family, chlorophyll transporter",K08226
2641950799,K00820,glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16],K00820
2641950800,K02691,photosystem I subunit VII,K02691
2641950802,K03955,"NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1, acyl-carrier protein",K03955
2641950803,K09458,3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179],K09458
2641950804,K00615,transketolase [EC:2.2.1.1],K00615
2641950811,K01591,orotidine-5'-phosphate decarboxylase [EC:4.1.1.23],K01591
2641950812,K01866,tyrosyl-tRNA synthetase [EC:6.1.1.1],K01866
2641950813,K05366,penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4],K05366
2641950815,K07560,D-aminoacyl-tRNA deacylase [EC:3.1.1.96],K07560
2641950820,K19172,DNA sulfur modification protein DndE,K19172
2641950824,K00941,hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7],K00941
2641950825,K03531,cell division protein FtsZ,K03531
2641950826,K03589,cell division protein FtsQ,K03589
2641950827,K07494,putative transposase,K07494
2641950832,K07038,inner membrane protein,K07038
2641950833,K02687,ribosomal protein L11 methyltransferase [EC:2.1.1.-],K02687
2641950834,K00058,D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399],K00058
2641950839,K19837,1-carboxybiuret hydrolase [EC:3.5.1.131],K19837
2641950839,K01426,amidase [EC:3.5.1.4],K01426
2641950840,K08715,inward rectifier potassium channel,K08715
2641950842,K01920,glutathione synthase [EC:6.3.2.3],K01920
2641950843,K03676,glutaredoxin 3,K03676
2641950844,K03665,GTPase,K03665
2641950845,K01007,"pyruvate, water dikinase [EC:2.7.9.2]",K01007
2641950850,K07480,insertion element IS1 protein InsB,K07480
2641950855,K01921,D-alanine-D-alanine ligase [EC:6.3.2.4],K01921
2641950859,K00602,phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10],K00602
2641950861,K00602,phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10],K00602
2641950871,K02637,cytochrome b6-f complex subunit 4,K02637
2641950872,K02635,cytochrome b6,K02635
2641950873,K03797,carboxyl-terminal processing protease [EC:3.4.21.102],K03797
2641950875,K02700,photosystem I subunit XII,K02700
2641950876,K00940,nucleoside-diphosphate kinase [EC:2.7.4.6],K00940
2641950877,K01585,arginine decarboxylase [EC:4.1.1.19],K01585
2641950880,K05896,segregation and condensation protein A,K05896
2641950881,K08992,lipopolysaccharide assembly protein A,K08992
2641950884,K03111,single-strand DNA-binding protein,K03111
2641950885,K03569,rod shape-determining protein MreB and related proteins,K03569
2641950886,K03570,rod shape-determining protein MreC,K03570
2641950887,K03571,rod shape-determining protein MreD,K03571
2641950888,K00930,acetylglutamate kinase [EC:2.7.2.8],K00930
2641950896,K03655,ATP-dependent DNA helicase RecG [EC:5.6.2.4],K03655
2641950898,K02357,elongation factor Ts,K02357
2641950899,K02967,small subunit ribosomal protein S2,K02967
2641950903,K00345,"NAD(P)H-quinone oxidoreductase subunit S, chloroplastic [EC:7.1.1.-]",K00345
2641950904,K03593,ATP-binding protein involved in chromosome partitioning,K03593
2641950905,K00228,coproporphyrinogen III oxidase [EC:1.3.3.3],K00228
2641950906,K04749,anti-sigma B factor antagonist,K04749
2641950914,K25156,viologen exporter family transport system ATP-binding protein,K25156
2641950917,K14393,cation/acetate symporter,K14393
2641950919,K03711,"Fur family transcriptional regulator, ferric uptake regulator",K03711
2641950921,K22074,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",K22074
2641950926,K01259,proline iminopeptidase [EC:3.4.11.5],K01259
2641950929,K03292,"glycoside/pentoside/hexuronide:cation symporter, GPH family",K03292
2641950938,K05577,NAD(P)H-quinone oxidoreductase subunit 5 [EC:7.1.1.2],K05577
2641950939,K08696,carbon dioxide concentrating mechanism protein CcmK,K08696
2641950940,K08696,carbon dioxide concentrating mechanism protein CcmK,K08696
2641950941,K08697,carbon dioxide concentrating mechanism protein CcmL,K08697
2641950942,K08698,carbon dioxide concentrating mechanism protein CcmM,K08698
2641950944,K08699,carbon dioxide concentrating mechanism protein CcmN,K08699
2641950951,K03404,magnesium chelatase subunit D [EC:6.6.1.1],K03404
2641950955,K04034,anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:1.21.98.3],K04034
2641950958,K03168,DNA topoisomerase I [EC:5.6.2.1],K03168
2641950962,K01698,porphobilinogen synthase [EC:4.2.1.24],K01698
2641950964,K08217,"MFS transporter, DHA3 family, macrolide efflux protein",K08217
2641950965,K03584,DNA repair protein RecO (recombination protein O),K03584
2641950966,K01619,deoxyribose-phosphate aldolase [EC:4.1.2.4],K01619
2641950967,K02970,small subunit ribosomal protein S21,K02970
2641950969,K06959,protein Tex,K06959
2641950971,K01262,Xaa-Pro aminopeptidase [EC:3.4.11.9],K01262
2641950972,K07317,adenine-specific DNA-methyltransferase [EC:2.1.1.72],K07317
2641950975,K03798,cell division protease FtsH [EC:3.4.24.-],K03798
2641950976,K18640,plasmid segregation protein ParM,K18640
2641950981,K00688,glycogen phosphorylase [EC:2.4.1.1],K00688
2641950983,K01470,creatinine amidohydrolase [EC:3.5.2.10],K01470
2641950995,K02257,heme o synthase [EC:2.5.1.141],K02257
2641950996,K02259,heme a synthase [EC:1.17.99.9],K02259
2641951005,K04042,bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157],K04042
2641951006,K00344,NADPH:quinone reductase [EC:1.6.5.5],K00344
2641951007,K00344,NADPH:quinone reductase [EC:1.6.5.5],K00344
2641951023,K02035,peptide/nickel transport system substrate-binding protein,K02035
2641951027,K01991,polysaccharide biosynthesis/export protein,K01991
2641951028,K16554,polysaccharide biosynthesis transport protein [EC:2.7.10.3],K16554
2641951030,K00135,succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20],K00135
2641951037,K03526,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3],K03526
2641951040,K11175,phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2],K11175
2641951062,K02033,peptide/nickel transport system permease protein,K02033
2641951064,K07058,membrane protein,K07058
2641951098,K04078,chaperonin GroES,K04078
2641951101,K01673,carbonic anhydrase [EC:4.2.1.1],K01673
2641951102,K06330,spore coat protein H,K06330
2641951105,K04047,starvation-inducible DNA-binding protein,K04047
2641951153,K05383,CpeT protein,K05383
2641951155,K24392,retinoid hydroxylase,K24392
2641951157,K24158,thioredoxin-dependent peroxiredoxin [EC:1.11.1.24],K24158
2641951164,K06941,23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192],K06941
2641951167,K04096,DNA processing protein,K04096
2641951168,K07491,REP-associated tyrosine transposase,K07491
2641951173,K00033,6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343],K00033
2641951181,K03501,16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170],K03501
2641951186,K02838,ribosome recycling factor,K02838
2641951187,K09903,uridylate kinase [EC:2.7.4.22],K09903
2641951188,K01480,agmatinase [EC:3.5.3.11],K01480
2641951196,K03636,sulfur-carrier protein,K03636
2641951208,K03748,SanA protein,K03748
2641951211,K02066,phospholipid/cholesterol/gamma-HCH transport system permease protein,K02066
2641951214,K08591,acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275],K08591
2641951219,K11355,"two-component system, chemotaxis family, response regulator Rcp1",K11355
2641951221,K03410,chemotaxis protein CheC,K03410
2641951222,K03407,"two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]",K03407
2641951223,K03408,purine-binding chemotaxis protein CheW,K03408
2641951226,K03412,"two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]",K03412
2641951228,K03406,methyl-accepting chemotaxis protein,K03406
2641951238,K03664,SsrA-binding protein,K03664
2641951253,K02188,cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195],K02188
2641951254,K01951,GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2],K01951
2641951256,K00681,gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13],K00681
2641951262,K02242,competence protein ComFC,K02242
2641951265,K00214,biliverdin reductase [EC:1.3.1.24],K00214
2641951266,K02639,ferredoxin,K02639
2641951267,K02639,ferredoxin,K02639
2641951270,K00981,phosphatidate cytidylyltransferase [EC:2.7.7.41],K00981
2641951272,K06178,23S rRNA pseudouridine2605 synthase [EC:5.4.99.22],K06178
2641951273,K15539,cytoskeleton protein RodZ,K15539
2641951275,K00705,4-alpha-glucanotransferase [EC:2.4.1.25],K00705
2641951279,K09942,uncharacterized protein,K09942
2641951280,K01687,dihydroxy-acid dehydratase [EC:4.2.1.9],K01687
2641951294,K03469,ribonuclease HI [EC:3.1.26.4],K03469
2641951295,K01775,alanine racemase [EC:5.1.1.1],K01775
2641951297,K03076,preprotein translocase subunit SecY,K03076
2641951298,K00939,adenylate kinase [EC:2.7.4.3],K00939
2641951299,K02518,translation initiation factor IF-1,K02518
2641951300,K02919,large subunit ribosomal protein L36,K02919
2641951301,K02952,small subunit ribosomal protein S13,K02952
2641951302,K02948,small subunit ribosomal protein S11,K02948
2641951303,K03040,DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6],K03040
2641951304,K02879,large subunit ribosomal protein L17,K02879
2641951305,K06173,tRNA pseudouridine38-40 synthase [EC:5.4.99.12],K06173
2641951306,K02871,large subunit ribosomal protein L13,K02871
2641951307,K02996,small subunit ribosomal protein S9,K02996
2641951308,K02909,large subunit ribosomal protein L31,K02909
2641951309,K02835,peptide chain release factor 1,K02835
2641951328,K02191,cobalt-precorrin-6B (C15)-methyltransferase [EC:2.1.1.196],K02191
2641951332,K05382,phycoerythrin-associated linker protein,K05382
2641951337,K02710,photosystem II PsbI protein,K02710
2641951341,K01191,alpha-mannosidase [EC:3.2.1.24],K01191
2641951342,K06402,stage IV sporulation protein FB [EC:3.4.24.-],K06402
2641951345,K16881,mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8],K16881
2641951351,K02495,oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3],K02495
2641951353,K09931,uncharacterized protein,K09931
2641951356,K02699,photosystem I subunit XI,K02699
2641951357,K02696,photosystem I subunit VIII,K02696
2641951358,K05979,2-phosphosulfolactate phosphatase [EC:3.1.3.71],K05979
2641951361,K04654,hydrogenase expression/formation protein HypD,K04654
2641951362,K03271,D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28],K03271
2641951368,K23262,gas vesicle structural protein,K23262
2641951370,K01790,"dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]",K01790
2641951372,K07093,uncharacterized protein,K07093
2641951377,K01057,6-phosphogluconolactonase [EC:3.1.1.31],K01057
2641951384,K19694,"two-component system, sensor histidine kinase ChiS",K19694
2641951389,K01778,diaminopimelate epimerase [EC:5.1.1.7],K01778
2641951393,K02303,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],K02303
2641951394,K03752,molybdenum cofactor guanylyltransferase [EC:2.7.7.77],K03752
2641951399,K06972,presequence protease [EC:3.4.24.-],K06972
2641951412,K21001,polysaccharide biosynthesis protein PslH,K21001
2641951416,K08106,N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase [EC:2.8.2.33],K08106
2641951424,K01406,serralysin [EC:3.4.24.40],K01406
2641951434,K00937,polyphosphate kinase [EC:2.7.4.1],K00937
2641951436,K01669,deoxyribodipyrimidine photo-lyase [EC:4.1.99.3],K01669
2641951440,K00773,queuine tRNA-ribosyltransferase [EC:2.4.2.29],K00773
2641951442,K03517,quinolinate synthase [EC:2.5.1.72],K03517
2641951443,K18897,sarcosine/dimethylglycine N-methyltransferase [EC:2.1.1.157],K18897
2641951444,K09935,N-glycosidase YbiA [EC:3.2.2.-],K09935
2641951453,K03431,phosphoglucosamine mutase [EC:5.4.2.10],K03431
2641951459,K07499,putative transposase,K07499
2641951461,K01835,phosphoglucomutase [EC:5.4.2.2],K01835
2641951466,K22616,ornithine lipid ester-linked acyl 2-hydroxylase [EC:1.14.11.58],K22616
2641951470,K06998,"trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]",K06998
2641951472,K00548,5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13],K00548
2641951474,K07171,mRNA interferase MazF [EC:3.1.-.-],K07171
2641951475,K00367,ferredoxin-nitrate reductase [EC:1.7.7.2],K00367
2641951476,K02575,"MFS transporter, NNP family, nitrate/nitrite transporter",K02575
2641951477,K00366,ferredoxin-nitrite reductase [EC:1.7.7.1],K00366
2641951484,K00855,phosphoribulokinase [EC:2.7.1.19],K00855
2641951498,K01160,crossover junction endodeoxyribonuclease RusA [EC:3.1.21.10],K01160
2641951502,K00611,ornithine carbamoyltransferase [EC:2.1.3.3],K00611
2641951503,K03307,"solute:Na+ symporter, SSS family",K03307
2641951507,K11356,"two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]",K11356
2641951510,K05380,phycoerythrin-associated linker protein,K05380
2641951511,K05377,phycoerythrin beta chain,K05377
2641951512,K05376,phycoerythrin alpha chain,K05376
2641951514,K05386,bilin biosynthesis protein,K05386
2641951515,K05383,CpeT protein,K05383
2641951516,K05384,bilin biosynthesis protein,K05384
2641951524,K03696,ATP-dependent Clp protease ATP-binding subunit ClpC,K03696
2641951528,K03610,septum site-determining protein MinC,K03610
2641951529,K03609,septum site-determining protein MinD,K03609
2641951530,K03608,cell division topological specificity factor,K03608
2641951532,K02112,F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1],K02112
2641951533,K02114,F-type H+-transporting ATPase subunit epsilon,K02114
2641951546,K08964,methylthioribulose-1-phosphate dehydratase [EC:4.2.1.109],K08964
2641951552,K01623,"fructose-bisphosphate aldolase, class I [EC:4.1.2.13]",K01623
2641951566,K01406,serralysin [EC:3.4.24.40],K01406
2641951567,K03546,DNA repair protein SbcC/Rad50,K03546
2641951568,K17836,beta-lactamase class A [EC:3.5.2.6],K17836
2641951569,K02533,tRNA/rRNA methyltransferase [EC:2.1.1.-],K02533
2641951592,K03651,"3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]",K03651
2641951594,K05837,rod shape determining protein RodA,K05837
2641951595,K07456,DNA mismatch repair protein MutS2,K07456
2641951608,K07755,arsenite methyltransferase [EC:2.1.1.137],K07755
2641951613,K01768,adenylate cyclase [EC:4.6.1.1],K01768
2641951623,K06876,(6-4)DNA photolyase [EC:4.1.99.13],K06876
2641951632,K22278,peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104],K22278
2641951656,K06048,glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-],K06048
2641951657,K03216,tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207],K03216
2641951658,K06194,lipoprotein NlpD,K06194
2641951662,K03386,peroxiredoxin 2/4 [EC:1.11.1.24],K03386
2641951664,K03179,4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39],K03179
2641951665,K01524,"exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]",K01524
2641951670,K03527,4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4],K03527
2641951674,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
2641951675,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
2641951682,K01406,serralysin [EC:3.4.24.40],K01406
2641951687,K11004,"ATP-binding cassette, subfamily B, bacterial HlyB/CyaB",K11004
2641951688,K11003,"membrane fusion protein, hemolysin D",K11003
2641951689,K01426,amidase [EC:3.5.1.4],K01426
2641951696,K03644,lipoyl synthase [EC:2.8.1.8],K03644
2641951698,K01759,lactoylglutathione lyase [EC:4.4.1.5],K01759
2641951699,K03695,ATP-dependent Clp protease ATP-binding subunit ClpB,K03695
2641951708,K07277,outer membrane protein insertion porin family,K07277
2641951709,K00558,DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37],K00558
2641951720,K03559,biopolymer transport protein ExbD,K03559
2641951721,K03561,biopolymer transport protein ExbB,K03561
2641951724,K07260,zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14],K07260
2641951725,K07726,putative transcriptional regulator,K07726
2641951726,K02426,cysteine desulfuration protein SufE,K02426
2641951727,K06207,GTP-binding protein,K06207
2641951736,K06861,lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5],K06861
2641951738,K22044,moderate conductance mechanosensitive channel,K22044
2641951740,K00147,glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41],K00147
2641951741,K21615,L-proline 4-hydroxylase [EC:1.14.11.57],K21615
2641951742,K24419,methyltransferase-like protein 27 [EC:2.1.1.-],K24419
2641951744,K14330,fatty aldehyde-generating acyl-ACP reductase [EC:1.2.1.80],K14330
2641951745,K14331,fatty aldehyde decarbonylase [EC:4.1.99.5],K14331
2641951749,K04083,molecular chaperone Hsp33,K04083
2641951753,K05770,translocator protein,K05770
2641951754,K03307,"solute:Na+ symporter, SSS family",K03307
2641951765,K23541,"Ca2+/H+ antiporter, TMEM165/GDT1 family",K23541
2641951766,K23541,"Ca2+/H+ antiporter, TMEM165/GDT1 family",K23541
2641951767,K06940,uncharacterized protein,K06940
2641951769,K11521,"two-component system, OmpR family, manganese sensing response regulator",K11521
2641951769,K02483,"two-component system, OmpR family, response regulator",K02483
2641951770,K18890,"ATP-binding cassette, subfamily B, multidrug efflux pump",K18890
2641951773,K06346,spoIIIJ-associated protein,K06346
2641951774,K07040,DUF177 domain-containing protein,K07040
2641951778,K01770,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12]",K01770
2641951790,K06898,"pyridinium-3,5-biscarboxylic acid mononucleotide synthase [EC:2.5.1.143]",K06898
2641951795,K03592,PmbA protein,K03592
2641951798,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
2641951801,K00986,RNA-directed DNA polymerase [EC:2.7.7.49],K00986
2641951806,K01159,crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10],K01159
2641951817,K00995,CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5],K00995
2641951820,K20896,formylaminopyrimidine deformylase / aminopyrimidine aminohydrolase [EC:3.5.1.- 3.5.99.-],K20896
2641951823,K06894,alpha-2-macroglobulin,K06894
2641951828,K01953,asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4],K01953
2641951836,K07460,putative endonuclease,K07460
2641951841,K02343,DNA polymerase III subunit gamma/tau [EC:2.7.7.7],K02343
2641951842,K02990,small subunit ribosomal protein S6,K02990
2641951854,K02720,photosystem II cytochrome c550,K02720
2641951855,K02720,photosystem II cytochrome c550,K02720
2641951858,K01963,acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15],K01963
2641951859,K02654,leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-],K02654
2641951866,K03702,excinuclease ABC subunit B,K03702
2641951874,K08967,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]",K08967
2641951875,K03630,DNA repair protein RadC,K03630
2641951876,K07037,cyclic-di-AMP phosphodiesterase PgpH [EC:3.1.4.-],K07037
2641951879,K03786,3-dehydroquinate dehydratase II [EC:4.2.1.10],K03786
2641951881,K03742,nicotinamide-nucleotide amidase [EC:3.5.1.42],K03742
2641951882,K02851,UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35],K02851
2641951883,K00600,glycine hydroxymethyltransferase [EC:2.1.2.1],K00600
2641951885,K15976,putative NAD(P)H nitroreductase [EC:1.-.-.-],K15976
2641951893,K07107,acyl-CoA thioester hydrolase [EC:3.1.2.-],K07107
2641951896,K12340,outer membrane protein,K12340
2641951900,K02355,elongation factor G,K02355
2641951904,K07393,glutathionyl-hydroquinone reductase [EC:1.8.5.7],K07393
2641951914,K01595,phosphoenolpyruvate carboxylase [EC:4.1.1.31],K01595
2641951915,K04487,cysteine desulfurase [EC:2.8.1.7],K04487
2641951932,K02703,photosystem II P680 reaction center D1 protein [EC:1.10.3.9],K02703
2641951937,K07301,cation:H+ antiporter,K07301
2641951944,K01358,"ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]",K01358
2641951945,K01358,"ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]",K01358
2641951947,K07114,Ca-activated chloride channel homolog,K07114
2641951960,K03795,sirohydrochlorin cobaltochelatase [EC:4.99.1.3],K03795
2641951963,K01406,serralysin [EC:3.4.24.40],K01406
2641951972,K01406,serralysin [EC:3.4.24.40],K01406
2641951973,K11472,glycolate dehydrogenase FAD-binding subunit [EC:1.1.99.14],K11472
2641951983,K12952,cation-transporting P-type ATPase E [EC:7.2.2.-],K12952
2641951985,K00020,3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31],K00020
2641951992,K07480,insertion element IS1 protein InsB,K07480
2641951993,K19171,DNA sulfur modification protein DndD,K19171
2641951994,K19171,DNA sulfur modification protein DndD,K19171
2641952006,K11072,spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11],K11072
2641952008,K11070,spermidine/putrescine transport system permease protein,K11070
2641952009,K11071,spermidine/putrescine transport system permease protein,K11071
2641952013,K02510,4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52],K02510
2641952017,K02035,peptide/nickel transport system substrate-binding protein,K02035
2641952020,K03327,"multidrug resistance protein, MATE family",K03327
2641952039,K21310,methanethiol S-methyltransferase [EC:2.1.1.334],K21310
2641952042,K05579,NAD(P)H-quinone oxidoreductase subunit H [EC:7.1.1.2],K05579
2641952043,K03438,16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199],K03438
2641952044,K07315,phosphoserine phosphatase RsbU/P [EC:3.1.3.3],K07315
2641952045,K04757,serine/threonine-protein kinase RsbW [EC:2.7.11.1],K04757
2641952050,K01661,naphthoate synthase [EC:4.1.3.36],K01661
2641952051,K11991,tRNA(adenine34) deaminase [EC:3.5.4.33],K11991
2641952054,K00104,glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14],K00104
2641952058,K00721,dolichol-phosphate mannosyltransferase [EC:2.4.1.83],K00721
2641952059,K17872,demethylphylloquinone reductase [EC:1.6.5.12],K17872
2641952063,K01624,"fructose-bisphosphate aldolase, class II [EC:4.1.2.13]",K01624
2641952091,K21561,"CRP/FNR family transcriptional regulator, global nitrogen regulator",K21561
2641952092,K00208,enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10],K00208
2641952093,K01693,imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19],K01693
2641952098,K01414,oligopeptidase A [EC:3.4.24.70],K01414
2641952102,K11003,"membrane fusion protein, hemolysin D",K11003
2641952103,K11004,"ATP-binding cassette, subfamily B, bacterial HlyB/CyaB",K11004
2641952108,K02706,photosystem II P680 reaction center D2 protein [EC:1.10.3.9],K02706
2641952111,K06962,uncharacterized protein,K06962
2641952119,K10532,heparan-alpha-glucosaminide N-acetyltransferase [EC:2.3.1.78],K10532
2641952125,K03536,ribonuclease P protein component [EC:3.1.26.5],K03536
2641952126,K02914,large subunit ribosomal protein L34,K02914
2641952128,K00324,H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1],K00324
2641952130,K00325,H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1],K00325
2641952135,K00919,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148],K00919
2641952138,K07260,zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14],K07260
2641952140,K08998,uncharacterized protein,K08998
2641952141,K06980,tRNA-modifying protein YgfZ,K06980
2641952145,K01867,tryptophanyl-tRNA synthetase [EC:6.1.1.2],K01867
2641952146,K00297,methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54],K00297
2641952148,K00817,histidinol-phosphate aminotransferase [EC:2.6.1.9],K00817
2641952149,K06864,"pyridinium-3,5-biscarboxylic acid mononucleotide sulfurtransferase [EC:4.4.1.37]",K06864
